"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-10-31,"North Riverside","KS","Wichita","Sedgwick","Wichita",3126,770,0,0.010498687664042,-0.0302267002518892,1664
2017-10-31,"Ramblewood","NJ","Philadelphia","Burlington","Mt Laurel Township",3127,1997,0.00402212166918049,0.0157680569684639,0.0178389398572885,2001
2017-10-31,"Temescal","CA","San Francisco","Alameda","Oakland",3128,3347,-0.00416542695626302,0.00179586950014966,-0.0144287396937574,1204
2017-10-31,"Ormewood Park","GA","Atlanta","Fulton","Atlanta",3129,1929,0.0115364446775039,0.0337620578778135,0.0910633484162896,2018
2017-10-31,"Cherokee Triangle","KY","Louisville/Jefferson County","Jefferson","Louisville",3130,1949,0.0182863113897597,0.055224688684353,-0.0719047619047619,1366
2017-10-31,"Yalecrest","UT","Salt Lake City","Salt Lake","Salt Lake City",3131,2519,-0.00552704303197789,0,0.077877620881472,1591
2017-10-31,"Dam East-West","CO","Denver","Arapahoe","Aurora",3132,1829,0.00164293537787514,0.0066042927903137,0.0127353266888151,2200
2017-10-31,"Upper Nazareth Township","PA","Allentown","Northampton","Nazareth",3133,2049,-0.00048780487804878,0.00638506876227898,0.0401015228426396,948
2017-10-31,"Macons Corner","VA","Virginia Beach","Virginia Beach City","Virginia Beach",3134,1356,0.00444444444444444,0.0142109199700823,0.00370096225018505,545
2017-10-31,"Melrose Manors","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",3135,1702,0.00294637595757219,-0.000587199060481503,0.00710059171597633,1059
2017-10-31,"Bella Vista","CA","Los Angeles-Long Beach-Anaheim","Orange","Santa Ana",3136,2597,0.00815217391304348,0.0180321442571541,0.0713696369636964,476
2017-10-31,"Audubon","KY","Louisville/Jefferson County","Jefferson","Louisville",3137,1282,0.00312989045383412,0.0264211369095276,0.075503355704698,1529
2017-10-31,"Perry North","PA","Pittsburgh","Allegheny","Pittsburgh",3138,1013,-0.00588812561334642,-0.00197044334975369,0.0273833671399594,1704
2017-10-31,"Barcroft","VA","Washington","Arlington","Arlington",3139,3029,-0.0016479894528675,0.00464344941956882,0.0398214898729832,838
2017-10-31,"Phoenix Hill","KY","Louisville/Jefferson County","Jefferson","Louisville",3140,1087,0.00648148148148148,0.0431861804222649,0.143007360672976,483
2017-10-31,"South Kilbourne","SC","Columbia","Richland","Columbia",3141,945,0.00425079702444208,-0.0104712041884817,0.0260586319218241,1763
2017-10-31,"Salem Village","OH","Columbus","Franklin","Columbus",3142,1150,0.00612423447069116,0.0114335971855761,0.0240427426536064,961
2017-10-31,"Creekside","CA","Sacramento","Sacramento","Sacramento",3143,1816,0.00776914539400666,0.0294784580498866,0.0854751942618051,1011
2017-10-31,"Burkhardt","OH","Dayton","Montgomery","Dayton",3144,643,0.0031201248049922,0.0271565495207668,0.0190174326465927,1559
2017-10-31,"Bomber Heights","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3145,1079,0.00372093023255814,0.0227488151658768,0.0714995034756703,1555
2017-10-31,"East Del Paso Heights","CA","Sacramento","Sacramento","Sacramento",3146,1331,0.00075187969924812,0.022273425499232,0.0990916597853014,1352
2017-10-31,"Woodbury","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",3147,3362,0.00238521168753727,0.00809595202398801,0.0696786509704104,1015
2017-10-31,"Montebello","NY","New York","Rockland","Ramapo",3148,3375,0.00148367952522255,0.0110844817255842,0.10801050558109,1395
2017-10-31,"Birmingham","OH","Toledo","Lucas","Toledo",3149,679,-0.00147058823529412,0.00147492625368732,-0.00293685756240822,1354
2017-10-31,"Sardis Forest","NC","Charlotte","Mecklenburg","Charlotte",3150,1786,-0.00501392757660167,-0.00997782705099778,0.0246701090074584,1789
2017-10-31,"Hartley","NE","Lincoln","Lancaster","Lincoln",3151,1069,0.0142314990512334,0.0429268292682927,0.0594648166501487,939
2017-10-31,"Barron Park","CA","San Jose","Santa Clara","Palo Alto",3152,6491,0.000770891150169596,0.000770891150169596,0.00371114890985001,1321
2017-10-31,"View Ridge","WA","Seattle","King","Seattle",3153,3119,0.00742894056847545,0.0162919517758227,0.0699828473413379,2611
2017-10-31,"Chugiak","AK","Anchorage","Anchorage","Anchorage",3154,2043,-0.00292825768667643,0.00442477876106195,-0.022488038277512,2484
2017-10-31,"El Dorado Park Estates","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",3155,2944,0.00102006120367222,0,0.0204506065857886,1640
2017-10-31,"Curtis Bay","MD","Baltimore","Baltimore City","Baltimore",3156,1121,0.00178731009830206,-0.00178094390026714,0.009000900090009,1580
2017-10-31,"Sheldon","AL","Mobile","Mobile","Mobile",3157,1167,-0.000856164383561644,-0.00680851063829787,-0.0217937971500419,1359
2017-10-31,"Carter Riverside","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3158,1241,0.0040453074433657,0.0197206244864421,0.0579710144927536,1189
2017-10-31,"Ravenswood Manor","IL","Chicago","Cook","Chicago",3159,2583,-0.0107238605898123,-0.0103448275862069,-0.00308761096101891,623
2017-10-31,"Royal Poinciana","FL","Miami-Fort Lauderdale","Broward","Hollywood",3160,1512,0.00132450331125828,0.0066577896138482,-0.0162654521795706,1491
2017-10-31,"Westbranch","TX","Houston","Harris","Houston",3161,1356,0.00370096225018505,0.00593471810089021,-0.0159651669085631,1387
2017-10-31,"Murray Hill","WI","Milwaukee","Milwaukee","Milwaukee",3162,1125,0,-0.0376390076988879,-0.153498871331828,1080
2017-10-31,"Norkirk","WA","Seattle","King","Kirkland",3163,3177,0.00189214758751183,0.00889171165449349,0.0362035225048924,1841
2017-10-31,"Minnehaha","MN","Minneapolis-St Paul","Hennepin","Minneapolis",3164,1516,0.0046388336646786,0.0106666666666667,0.0167672702883971,2078
2017-10-31,"Burke Acres","MI","Kalamazoo","Kalamazoo","Kalamazoo",3165,908,-0.0141150922909881,-0.0226049515608181,0.0400916380297824,1408
2017-10-31,"CCSI (South Inglewood)","TN","Nashville","Davidson","Nashville",3166,1559,0.00128452151573539,0.0149739583333333,0.0656185919343814,1411
2017-10-31,"Hazelwood","PA","Pittsburgh","Allegheny","Pittsburgh",3167,856,0.00824499411071849,0.00705882352941176,0.0239234449760766,2173
2017-10-31,"Biscayne","FL","Jacksonville","Duval","Jacksonville",3168,1287,-0.00155159038013964,0,0.0206185567010309,1106
2017-10-31,"Meredith","IA","Des Moines","Polk","Des Moines",3169,1327,0.00226586102719033,-0.00450112528132033,0.0037821482602118,1067
2017-10-31,"Briarcreek-Woodland","NC","Charlotte","Mecklenburg","Charlotte",3170,1321,0.00532724505327245,0.0232378001549187,0.0517515923566879,973
2017-10-31,"Osterville","MA","Cape Cod","Barnstable","Barnstable",3171,2268,0.00088261253309797,-0.0074398249452954,0.029505220154335,2934
2017-10-31,"Virden","MS","Jackson","Hinds","Jackson",3172,673,0.00597907324364723,0.0029806259314456,-0.0755494505494505,1661
2017-10-31,"Kennydale","WA","Seattle","King","Renton",3173,2422,0,-0.00370218017276841,0.027577428935087,2113
2017-10-31,"Cascade View","WA","Seattle","Snohomish","Everett",3174,1907,0.00846113167636171,0.0291419320021587,0.0985023041474654,1516
2017-10-31,"South East Community","MI","Grand Rapids","Kent","Grand Rapids",3175,1079,0.00841121495327103,0.0355086372360845,0.082246740220662,1446
2017-10-31,"Maidu","CA","Sacramento","Placer","Roseville",3176,2184,-0.00045766590389016,0.00413793103448276,0.0404954740352549,1153
2017-10-31,"Deer Park","KY","Louisville/Jefferson County","Jefferson","Louisville",3177,1544,-0.00579523502897617,0.0025974025974026,0.00520833333333333,1642
2017-10-31,"Fairmount","OR","Eugene","Lane","Eugene",3178,1992,-0.004995004995005,-0.0158102766798419,0.0646712987707108,1111
2017-10-31,"Milkhouse","AL","Mobile","Mobile","Mobile",3179,1140,-0.00175131348511384,-0.0026246719160105,-0.0180878552971576,1470
2017-10-31,"Northwest Everett","WA","Seattle","Snohomish","Everett",3180,1938,0.0046656298600311,0.0205371248025276,0.0980169971671388,1723
2017-10-31,"Alamosa","NM","Albuquerque","Bernalillo","Albuquerque",3181,1049,0.00575263662511985,0.00768491834774256,0.00575263662511985,1370
2017-10-31,"Del Paso Heights","CA","Sacramento","Sacramento","Sacramento",3182,1383,0.00508720930232558,0.0229289940828402,0.0915548539857932,1073
2017-10-31,"NE - Sterling","CA","Riverside","San Bernardino","San Bernardino",3183,1569,0.0064143681847338,0.0135658914728682,0.043218085106383,1183
2017-10-31,"South End","AR","Little Rock","Pulaski","Little Rock",3184,686,-0.00579710144927536,-0.00435413642960813,-0.00145560407569141,1770
2017-10-31,"Emerald Hills","CA","San Diego","San Diego","San Diego",3185,2246,0.0040232454179705,0.0130807397383852,0.0359778597785978,1120
2017-10-31,"Pecan Park","FL","Jacksonville","Duval","Jacksonville",3186,1443,-0.00824742268041237,-0.00756533700137552,0.0133426966292135,1696
2017-10-31,"Providence Crossing","NC","Charlotte","Mecklenburg","Charlotte",3187,2780,-0.00643316654753395,-0.0173206079886886,-0.000359582883854729,1687
2017-10-31,"Dignowity Hill","TX","San Antonio","Bexar","San Antonio",3188,1173,0.000853242320819113,0.00342172797262618,0.0520179372197309,1301
2017-10-31,"Georgian Heights","OH","Columbus","Franklin","Columbus",3189,938,0.00320855614973262,0.00643776824034335,0.0422222222222222,772
2017-10-31,"Wright View","OH","Dayton","Montgomery","Dayton",3190,690,0.00145137880986938,0.00583090379008746,-0.00719424460431655,1341
2017-10-31,"Wildwood Park","CA","Riverside","San Bernardino","San Bernardino",3191,1550,0.00649350649350649,0.0204081632653061,0.0801393728222996,1120
2017-10-31,"Mount Washington","MD","Baltimore","Baltimore City","Baltimore",3192,1955,-0.0141200201714574,-0.0229885057471264,0.0437800320341698,1601
2017-10-31,"Downtown Menlo Park","CA","San Francisco","San Mateo","Menlo Park",3193,4500,-0.0114235500878735,-0.0349560368861248,-0.0759753593429158,1132
2017-10-31,"East Shore","CT","New Haven","New Haven","New Haven",3194,1657,-0.00956365809922295,-0.0252941176470588,-0.00837821663674446,1993
2017-10-31,"Homestead Heights","NY","Rochester","Monroe","Rochester",3195,1002,0.0203665987780041,0.0448383733055266,0.0404984423676012,1190
2017-10-31,"Carlen","AL","Mobile","Mobile","Mobile",3196,982,-0.00405679513184584,-0.0130653266331658,-0.0381978452497551,1760
2017-10-31,"Yerba Buena","CA","San Francisco","San Francisco","San Francisco",3197,4063,0.00049248953459739,-0.0012291052114061,-0.0426484448633365,2044
2017-10-31,"Sharon Heights","CA","San Francisco","San Mateo","Menlo Park",3198,5710,-0.00539975614004529,-0.0165346193592835,-0.00747436120285069,1637
2017-10-31,"Lakewood","FL","Jacksonville","Duval","Jacksonville",3199,1157,-0.00771869639794168,0.000865051903114187,0.0078397212543554,2221
2017-10-31,"Woodlawn Lake","TX","San Antonio","Bexar","San Antonio",3200,1139,0.00264084507042254,0.0124444444444444,0.0930902111324376,1357
2017-10-31,"Coronado Ranch","AZ","Phoenix","Maricopa","Gilbert",3201,1648,0.00365408038976857,0.00671960904092853,0.0122850122850123,1021
2017-10-31,"Pepperwood","AZ","Phoenix","Maricopa","Tempe",3202,1282,0.00470219435736677,0.0231444533120511,0.0322061191626409,1260
2017-10-31,"Oakford Park","FL","Tampa","Hillsborough","Tampa",3203,1432,0.000698812019566737,0.013446567586695,0.0799396681749623,1754
2017-10-31,"Virginia Ave","KY","Lexington","Fayette","Lexington",3204,1003,0.0070281124497992,-0.00594648166501487,0.0182741116751269,909
2017-10-31,"Midtown","MI","Grand Rapids","Kent","Grand Rapids",3205,1329,0,0.00453514739229025,0.0342412451361868,1643
2017-10-31,"Burnt Bridge Creek","WA","Portland","Clark","Vancouver",3206,1591,0.00759974667511083,0.0101587301587302,0.0419122462344466,1709
2017-10-31,"Upper Land Park","CA","Sacramento","Sacramento","Sacramento",3207,1951,0.0150884495317378,0.0563075257173795,0.116771608471666,941
2017-10-31,"Madrona","WA","Seattle","King","Seattle",3208,3262,-0.000612745098039216,0.0206508135168961,0.0425055928411633,1484
2017-10-31,"Upper Fells Point","MD","Baltimore","Baltimore City","Baltimore",3209,1694,-0.00586854460093897,0.00236686390532544,0.0260448213204119,1965
2017-10-31,"West Minnehaha","WA","Portland","Clark","Vancouver",3210,1656,0.00668693009118541,0.0140845070422535,0.0428211586901763,1194
2017-10-31,"Germantown","KY","Louisville/Jefferson County","Jefferson","Louisville",3211,1054,0.00861244019138756,0.0233009708737864,0.114164904862579,1775
2017-10-31,"Thornton Park","CA","Los Angeles-Long Beach-Anaheim","Orange","Santa Ana",3212,2818,0.000710227272727273,-0.00388829975256274,0.0625942684766214,801
2017-10-31,"Rum Village","IN","South Bend","Saint Joseph","South Bend",3213,643,0.0031201248049922,0,-0.0015527950310559,2224
2017-10-31,"Lakeshore","FL","Jacksonville","Duval","Jacksonville",3214,937,-0.00106609808102345,0.00428724544480171,0.00213903743315508,1854
2017-10-31,"Loch Raven","MD","Baltimore","Baltimore City","Baltimore",3215,1340,0.00224382946896036,-0.000745712155108128,-0.0211833455076698,1430
2017-10-31,"Oakland-Winchell","MI","Kalamazoo","Kalamazoo","Kalamazoo",3216,1691,0.0047534165181224,0.0199034981905911,0.00774731823599523,1618
2017-10-31,"Bonneville Hills","UT","Salt Lake City","Salt Lake","Salt Lake City",3217,2098,-0.00379867046533713,0.010597302504817,0.0876101607050285,1510
2017-10-31,"Desoto Lakes","FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",3218,1673,-0.00475907198096371,0,0.0102657004830918,1484
2017-10-31,"Rainier View","WA","Seattle","King","Seattle",3219,2090,0.0072289156626506,0.027027027027027,0.0784313725490196,1297
2017-10-31,"John Ball Park","MI","Grand Rapids","Kent","Grand Rapids",3220,1464,-0.00340367597004765,0.0259285213735109,0.0464617583988563,1879
2017-10-31,"Coalition of Homeowners Association","MS","Jackson","Hinds","Jackson",3221,748,0,0.00402684563758389,-0.0555555555555556,439
2017-10-31,"Los Volcanes","NM","Albuquerque","Bernalillo","Albuquerque",3222,1139,0.00175901495162709,0,0.00707338638373121,518
2017-10-31,"Glacier View","WA","Seattle","Snohomish","Everett",3223,1806,0.0078125,0.0343642611683849,0.122436295835923,1106
2017-10-31,"Western Hills North","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3224,1332,0.00528301886792453,0.0136986301369863,0.0422535211267606,895
2017-10-31,"Oriole Park","IL","Chicago","Cook","Chicago",3225,1942,0.00569653029518384,0.0119854090672225,0.005175983436853,1792
2017-10-31,"Villa Park","NJ","Trenton","Mercer","Trenton",3226,1354,0.00222057735011103,0.00894187779433681,0.00594353640416048,1286
2017-10-31,"Longview Lake","OK","Tulsa","Tulsa","Tulsa",3227,1036,-0.00288739172281039,0.00193423597678917,-0.0189393939393939,849
2017-10-31,"Lansing","OR","Salem","Marion","Salem",3228,1359,0.00592153960029608,0.0111607142857143,0.0567651632970451,1228
2017-10-31,"The Cape","FL","Jacksonville","Duval","Jacksonville",3229,1414,-0.00841514726507714,-0.0132588974180042,-0.00980392156862745,2834
2017-10-31,"Hidden Valley","TX","Houston","Harris","Houston",3230,1296,0.00543056633048875,0.00777604976671851,0.00309597523219814,1276
2017-10-31,"Sunset","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",3231,1781,-0.000561167227833895,-0.00168161434977578,0.00507900677200903,950
2017-10-31,"Duclay Forest","FL","Jacksonville","Duval","Jacksonville",3232,1149,-0.00691443388072601,-0.00346921075455334,0.0123348017621145,1079
2017-10-31,"Fourth Ward","TX","Houston","Harris","Houston",3233,1966,0.0010183299389002,-0.0110663983903421,-0.0664767331433998,1258
2017-10-31,"Parker Ridge","FL","Miami-Fort Lauderdale","Palm Beach","West Palm Beach",3234,1519,0.00462962962962963,0.00729442970822281,-0.000657894736842105,926
2017-10-31,"Yorktown","VA","Washington","Arlington","Arlington",3235,3488,-0.00171722953634803,-0.00200286123032904,0.0276959340011785,1087
2017-10-31,"Forest Trails","FL","Jacksonville","Duval","Jacksonville",3236,1291,-0.00154679040989946,0.00232919254658385,0.0205533596837945,1265
2017-10-31,"Hawthorne","MN","Minneapolis-St Paul","Hennepin","Minneapolis",3237,1319,0.00456968773800457,0.0115030674846626,0.0232738557020946,1081
2017-10-31,"Turtle Ridge","CA","Los Angeles-Long Beach-Anaheim","Orange","Irvine",3238,3986,0.0165774037235399,0.0194373401534527,-0.190002032107295,1463
2017-10-31,"Riviera - Westchester","CA","Bakersfield","Kern","Bakersfield",3239,1279,0,0.0102685624012638,0.00156617071260767,1558
2017-10-31,"Thurston Woods","WI","Milwaukee","Milwaukee","Milwaukee",3240,929,0.00978260869565217,0.00978260869565217,0.00868621064060804,1283
2017-10-31,"Sierra Springs","TX","San Antonio","Bexar","San Antonio",3241,1359,0.00369276218611521,0.00965824665676077,0.0195048762190548,1395
2017-10-31,"45th and Moncrief","FL","Jacksonville","Duval","Jacksonville",3242,842,0.00118906064209275,0.00477326968973747,0.0206060606060606,846
2017-10-31,"Deering Center","ME","Portland","Cumberland","Portland",3243,1948,0.00154241645244216,-0.00256016385048643,0.0356193514088251,1339
2017-10-31,"Goshen","GA","Augusta","Richmond","Augusta",3244,1025,0.0128458498023715,0.0364004044489383,0.071055381400209,1410
2017-10-31,"College Park","AL","Mobile","Mobile","Mobile",3245,1793,0.00560852495793606,0.0170164492342598,-0.0666319625195211,1235
2017-10-31,"North Kenwood","IL","Chicago","Cook","Chicago",3246,1666,-0.000599880023995201,0.00120192307692308,0.0341402855369336,1434
2017-10-31,"Seaview","WA","Seattle","King","Seattle",3247,2675,0.00375234521575985,0.0171102661596958,0.0594059405940594,2060
2017-10-31,"Cathedral Heights","DC","Washington","District of Columbia","Washington",3248,2427,-0.00205592105263158,0.00123762376237624,0.0283898305084746,1765
2017-10-31,"Mission San Jose","TX","San Antonio","Bexar","San Antonio",3249,1088,0.00927643784786642,0.0332383665716999,0.114754098360656,1164
2017-10-31,"Lowry Hill","MN","Minneapolis-St Paul","Hennepin","Minneapolis",3250,1940,0.00103199174406605,-0.00308324768756423,0.0242872228088701,1640
2017-10-31,"Everett","NE","Lincoln","Lancaster","Lincoln",3251,1016,0.00494559841740851,0.0139720558882236,-0.00294406280667321,597
2017-10-31,"Central","MT","Helena","Lewis and Clark","Helena",3252,1227,0.00738916256157635,0.025062656641604,0.0182572614107884,1372
2017-10-31,"Moose Can Gully","MT","Missoula","Missoula","Missoula",3253,1413,-0.0255172413793103,-0.0465587044534413,0.0374449339207048,1527
2017-10-31,"University Gardens","NY","New York","Nassau","Great Neck",3254,3573,0.0090369951990963,-0.0086015538290788,-0.0205592105263158,1313
2017-10-31,"Crescent Park","CA","San Jose","Santa Clara","Palo Alto",3255,10598,-0.000754290024514426,-0.0041345611727119,0.026043179397812,1297
2017-10-31,"Alessandro","CA","Riverside","San Bernardino","San Bernardino",3256,1294,0.00310077519379845,0.00857365549493375,0.0615258408531583,924
2017-10-31,"Reichlieu","AL","Mobile","Mobile","Mobile",3257,1136,-0.00438212094653812,-0.00612423447069116,0,736
2017-10-31,"Far West","OR","Eugene","Lane","Eugene",3258,1210,0.00248550124275062,0.00917431192660551,0.0670194003527337,1714
2017-10-31,"Woodward Park","OH","Columbus","Franklin","Columbus",3259,1230,0.00902378999179656,0.0258548790658882,0.0388513513513514,1060
2017-10-31,"Westlake","WA","Seattle","King","Seattle",3260,2403,-0.00124688279301746,-0.00166181969256336,0.0407102641836293,1376
2017-10-31,"Garden Springs","KY","Lexington","Fayette","Lexington",3261,1136,-0.00438212094653812,-0.0130321459600348,0.0106761565836299,1284
2017-10-31,"West Plaza","MO","Kansas City","Jackson","Kansas City",3262,1207,0.015993265993266,0.0459272097053726,0.000829187396351575,2072
2017-10-31,"Belknap","KY","Louisville/Jefferson County","Jefferson","Louisville",3263,1788,0.00959909655561829,0.0287686996547756,0,1461
2017-10-31,"Downtown","DC","Washington","District of Columbia","Washington",3264,2618,-0.00228658536585366,-0.000381825124093165,-0.00607441154138193,1237
2017-10-31,"Leonardo","NJ","New York","Monmouth","Middletown",3265,2251,-0.000887705281846427,0.00715883668903803,0.0464900046490005,1527
2017-10-31,"Plum Orchard","LA","New Orleans","Orleans","New Orleans",3266,1291,0.0101721439749609,0.0344551282051282,0.101535836177474,1628
2017-10-31,"Beechfield","MD","Baltimore","Baltimore City","Baltimore",3267,1290,0.0015527950310559,-0.00232018561484919,0.0078125,1324
2017-10-31,"Highlands","NJ","New York","Monmouth","Middletown",3268,2032,-0.00489715964740451,-0.0078125,0.0216189039718451,2532
2017-10-31,"Village Shires","PA","Philadelphia","Bucks","Northampton Township",3269,1915,0.00209314495028781,0.0148383677795443,0.0235168359166221,1612
2017-10-31,"The Meadows","FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",3270,1868,-0.000535045478865704,0.00918422474338196,0.0476724621424565,3603
2017-10-31,"Riverview","FL","Jacksonville","Duval","Jacksonville",3271,868,0.00462962962962963,0.0116550116550117,0.00462962962962963,1785
2017-10-31,"River Road","OR","Eugene","Lane","Eugene",3272,1359,0.0119136262099777,0.0256603773584906,0.0986257073565077,4087
2017-10-31,"Tobin Hill","TX","San Antonio","Bexar","San Antonio",3273,1273,-0.00235109717868339,-0.00235109717868339,0.0241351568785197,1193
2017-10-31,"Alger Heights","MI","Grand Rapids","Kent","Grand Rapids",3274,1281,-0.00620636152055857,0.00470588235294118,0.0517241379310345,1774
2017-10-31,"Bayside","WA","Seattle","Snohomish","Everett",3275,1564,-0.000638977635782748,-0.000638977635782748,0.0539083557951483,1500
2017-10-31,"Hancock","TX","Austin","Travis","Austin",3276,2067,-0.00289435600578871,-0.0105313547151747,-0.0157142857142857,1648
2017-10-31,"Triangle","NY","Buffalo","Erie","Buffalo",3277,899,0.0204313280363224,0.0490081680280047,0.0526932084309134,1233
2017-10-31,"Dineen Park","WI","Milwaukee","Milwaukee","Milwaukee",3278,1035,-0.000965250965250965,-0.0124045801526718,-0.00862068965517241,1082
2017-10-31,"Fort Washington","PA","Philadelphia","Montgomery","Upper Dublin",3279,2783,-0.0089031339031339,-0.0386873920552677,0.00360620266858998,1149
2017-10-31,"Thousand Oaks","TX","San Antonio","Bexar","San Antonio",3280,1653,0.00486322188449848,0.0235294117647059,0.0286247666459241,762
2017-10-31,"Pipers Meadow","TX","San Antonio","Bexar","San Antonio",3281,1228,0,0.00986842105263158,0.0406779661016949,1006
2017-10-31,"North Delridge","WA","Seattle","King","Seattle",3282,2309,0.0013009540329575,0.0100612423447069,0.0553016453382084,1761
2017-10-31,"Northgate","CA","Sacramento","Sacramento","Sacramento",3283,1561,0.0142949967511371,0.0561569688768606,0.108664772727273,1233
2017-10-31,"Martinsville","NJ","New York","Somerset","Bridgewater",3284,2672,0.00792153904187099,0.00375657400450789,0.0265078755282366,4580
2017-10-31,"Irvine Health and Science Complex","CA","Los Angeles-Long Beach-Anaheim","Orange","Irvine",3285,3272,0.00584076237319398,0.016780609073959,0.0717327219128726,884
2017-10-31,"Meydenbauer","WA","Seattle","King","Bellevue",3286,3859,-0.00464276502450348,0.019012410879324,0.146464646464646,1805
2017-10-31,"East Columbus","OH","Columbus","Franklin","Columbus",3287,739,-0.00135135135135135,0.00407608695652174,0.0557142857142857,1154
2017-10-31,"Interlake","WA","Seattle","King","Bellevue",3288,2757,0.00437158469945355,0.0207330618289522,0.0356874530428249,1557
2017-10-31,"Ridglea North","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3289,1445,0.00486787204450626,0.0104895104895105,0.0262784090909091,1337
2017-10-31,"West Central","IN","Fort Wayne","Allen","Fort Wayne",3290,662,0.0076103500761035,0.0311526479750779,0.0626003210272873,1216
2017-10-31,"Heritage Hills","NY","New York","Westchester","Somers",3291,2787,-0.00783196867212531,-0.000358680057388809,-0.014149274849664,2974
2017-10-31,"Schenk-Atwood","WI","Madison","Dane","Madison",3292,1627,-0.0181050090525045,-0.0222355769230769,-0.00973828362751065,1671
2017-10-31,"Otay Mesa","CA","San Diego","San Diego","San Diego",3293,2630,0.00114198705748002,0.0030511060259344,0.0127069695802849,520
2017-10-31,"Sunset Park","FL","Tampa","Hillsborough","Tampa",3294,4014,-0.00223713646532438,0.00651955867602808,0.0388198757763975,1514
2017-10-31,"Oak Park","CA","Stockton","San Joaquin","Stockton",3295,1240,0.00242522231204527,0.00895036615134255,0.0625535561268209,1008
2017-10-31,"Overbrook","PA","Pittsburgh","Allegheny","Pittsburgh",3296,936,0.00645161290322581,0.0173913043478261,0.00645161290322581,1632
2017-10-31,"S.R. Marmon","NM","Albuquerque","Bernalillo","Albuquerque",3297,1138,0.000879507475813544,-0.00175438596491228,0.00441306266548985,1427
2017-10-31,"Lytle Creek","CA","Riverside","San Bernardino","San Bernardino",3298,1293,0.00466200466200466,0.0133228840125392,0.0811036789297659,666
2017-10-31,"Magnolia Gardens","FL","Jacksonville","Duval","Jacksonville",3299,797,0,0.00377833753148615,0.00125628140703518,1446
2017-10-31,"Nor Este","NM","Albuquerque","Bernalillo","Albuquerque",3300,1680,0.00840336134453781,0.0194174757281553,0.024390243902439,1686
2017-10-31,"Downtown Neighborhood","AR","Little Rock","Pulaski","Little Rock",3301,832,-0.0071599045346062,-0.00834326579261025,-0.016548463356974,2011
2017-10-31,"Madison Valley","WA","Seattle","King","Seattle",3302,2974,-0.00668002672010688,-0.00468540829986613,0.0527433628318584,1767
2017-10-31,"Babcock","NY","Buffalo","Erie","Buffalo",3303,805,0.0138539042821159,0.0228716645489199,0.0509138381201044,1218
2017-10-31,"Valhalla","WI","Milwaukee","Milwaukee","Milwaukee",3304,997,0.00100401606425703,-0.00697211155378486,0.0101317122593718,780
2017-10-31,"Kinsman","OH","Cleveland","Cuyahoga","Cleveland",3305,790,0.0076530612244898,0.0115236875800256,0,774
2017-10-31,"Stevens Square","MN","Minneapolis-St Paul","Hennepin","Minneapolis",3306,1207,0.00751252086811352,0.042314335060449,0.00919732441471572,918
2017-10-31,"Eisenhower East","VA","Washington","Alexandria City","Alexandria",3307,2438,-0.000410004100041,-0.00611496127191194,0.00494641384995878,1060
2017-10-31,"Garfield","PA","Pittsburgh","Allegheny","Pittsburgh",3308,1017,0,0.010934393638171,-0.0450704225352113,1422
2017-10-31,"Scioto Woods","OH","Columbus","Franklin","Columbus",3309,1432,0.00420757363253857,0.0199430199430199,0.0678598061148397,1442
2017-10-31,"Corona Heights","CA","San Francisco","San Francisco","San Francisco",3310,5048,0.0045771144278607,0.0189745660072669,-0.0486241990199774,1335
2017-10-31,"Escalante","AZ","Phoenix","Maricopa","Tempe",3311,1183,0.00424448217317487,0.0163230240549828,0.0180722891566265,1234
2017-10-31,"Riverview","CA","Riverside","San Bernardino","San Bernardino",3312,1485,0.00609756097560976,0.0305343511450382,0.0839416058394161,957
2017-10-31,"Hickman Mills","MO","Kansas City","Jackson","Kansas City",3313,905,0.00779510022271715,0.0214446952595937,0.0366552119129439,795
2017-10-31,"Hikes Point","KY","Louisville/Jefferson County","Jefferson","Louisville",3314,1326,0.00302571860816944,0.0192159877017679,0.04739336492891,1627
2017-10-31,"Park Side","FL","Miami-Fort Lauderdale","Broward","Hollywood",3315,1402,-0.00284495021337127,-0.00355366027007818,-0.0133708655876144,1984
2017-10-31,"Worth Heights","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3316,1074,0.00845070422535211,0.0346820809248555,0.0859453993933266,1023
2017-10-31,"Old North Sacramento","CA","Sacramento","Sacramento","Sacramento",3317,1330,0.000752445447705041,0.0160427807486631,0.0892710892710893,795
2017-10-31,"Bluemound Heights","WI","Milwaukee","Milwaukee","Milwaukee",3318,1107,-0.0116071428571429,-0.0289473684210526,-0.0297984224364592,1200
